"","participant_id","ID","trial","Treatment","Beh","SI_PN","PN_1","PN_2","IB_1","IB_2","PN_moves","IB_moves","Treatment_GN","subCloseness","order","cohort","cohort_rec","domain"
"1310",2,"171",4,"Antisocial","noisedisturbance",4,6,7,7,5,1,-2,-2,2,2,"older","0","0"
"1311",2,"171",5,"Antisocial","gathering",5,7,6,6,2,-1,-4,-2,2,2,"older","0","0"
"1312",2,"171",6,"Antisocial","distance",9,11,10,5,6,-1,1,-2,2,2,"older","0","0"
"1313",2,"171",7,"Prosocial","vaccination",10,8,9,4,5,1,1,2,2,2,"older","0","1"
"1314",2,"171",8,"Prosocial","charity",11,9,11,1,2,2,1,2,2,2,"older","0","1"
"1315",3,"172",1,"Antisocial","distance",6,8,4,6,5,-4,-1,-2,4,1,"older","0","0"
"1316",3,"172",3,"Prosocial","organicVegetables",8,6,6,5,4,0,-1,2,4,1,"older","0","1"
"1317",3,"172",4,"Prosocial","bike",9,7,6,1,2,-1,1,2,4,1,"older","0","1"
"1318",3,"172",5,"Prosocial","seatBus",8,6,6,4,4,0,0,2,4,1,"older","0","1"
"1319",3,"172",7,"Antisocial","gathering",3,5,4,4,2,-1,-2,-2,4,1,"older","0","0"
"1320",3,"172",8,"Prosocial","screentime",8,6,6,4,6,0,2,2,4,1,"older","0","1"
"1321",3,"172",11,"Antisocial","shower",4,6,6,4,4,0,0,-2,4,1,"older","0","0"
"1322",3,"172",12,"Antisocial","chargers",4,6,6,5,5,0,0,-2,4,1,"older","0","0"
"1323",4,"173",1,"Antisocial","gathering",2,4,3,3,3,-1,0,-2,5,2,"older","0","0"
"1324",4,"173",2,"Prosocial","homeless",7,5,5,1,3,0,2,2,5,2,"older","0","1"
"1325",4,"173",3,"Antisocial","chargers",4,6,5,6,5,-1,-1,-2,5,2,"older","0","0"
"1326",4,"173",4,"Prosocial","lendMoney",9,7,7,1,2,0,1,2,5,2,"older","0","1"
"1327",4,"173",6,"Prosocial","queue",10,8,10,3,6,2,3,2,5,2,"older","0","1"
"1328",4,"173",9,"Prosocial","bike",10,8,9,1,3,1,2,2,5,2,"older","0","1"
"1329",4,"173",10,"Antisocial","redlights",2,4,2,2,1,-2,-1,-2,5,2,"older","0","0"
"1330",4,"173",11,"Antisocial","late",3,5,4,2,2,-1,0,-2,5,2,"older","0","0"
"1331",5,"174",1,"Prosocial","volunteer",10,8,9,4,5,1,1,2,2,2,"older","0","1"
"1332",5,"174",2,"Antisocial","gathering",4,6,3,4,2,-3,-2,-2,2,2,"older","0","0"
"1333",5,"174",5,"Prosocial","ownbag",11,9,9,4,6,0,2,2,2,2,"older","0","1"
"1334",5,"174",7,"Antisocial","shower",4,6,5,7,4,-1,-3,-2,2,2,"older","0","0"
"1335",5,"174",8,"Antisocial","lights",3,5,2,5,1,-3,-4,-2,2,2,"older","0","0"
"1336",5,"174",9,"Prosocial","bike",9,7,8,4,5,1,1,2,2,2,"older","0","1"
"1337",5,"174",10,"Antisocial","distance",8,10,8,5,5,-2,0,-2,2,2,"older","0","0"
"1338",5,"174",12,"Prosocial","homeless",10,8,9,5,6,1,1,2,2,2,"older","0","1"
"1339",6,"175",2,"Prosocial","organicVegetables",11,9,11,6,7,2,1,2,6,2,"older","0","1"
"1340",6,"175",3,"Prosocial","washands",11,9,11,6,7,2,1,2,6,2,"older","0","1"
"1341",6,"175",4,"Antisocial","distance",2,4,2,2,1,-2,-1,-2,6,2,"older","0","0"
"1342",6,"175",5,"Antisocial","coughelbow",4,6,4,3,2,-2,-1,-2,6,2,"older","0","0"
"1343",6,"175",6,"Prosocial","vegetarian",8,6,9,4,6,3,2,2,6,2,"older","0","1"
"1344",6,"175",7,"Antisocial","meat",6,8,6,6,4,-2,-2,-2,6,2,"older","0","0"
"1345",6,"175",8,"Antisocial","shower",4,6,4,4,4,-2,0,-2,6,2,"older","0","0"
"1346",6,"175",10,"Prosocial","screentime",8,6,8,3,6,2,3,2,6,2,"older","0","1"
"1347",7,"176",1,"Antisocial","heating",1,3,2,2,2,-1,0,-2,6,2,"older","0","0"
"1348",7,"176",3,"Prosocial","homeless",8,6,8,4,4,2,0,2,6,2,"older","0","1"
"1349",7,"176",5,"Prosocial","seatBus",8,6,7,4,6,1,2,2,6,2,"older","0","1"
"1350",7,"176",6,"Antisocial","coughelbow",6,8,9,4,7,1,3,-2,6,2,"older","0","0"
"1351",7,"176",7,"Prosocial","charity",8,6,7,5,4,1,-1,2,6,2,"older","0","1"
"1352",7,"176",10,"Prosocial","crossroad",8,6,8,4,4,2,0,2,6,2,"older","0","1"
"1353",7,"176",11,"Antisocial","shower",4,6,4,4,3,-2,-1,-2,6,2,"older","0","0"
"1354",7,"176",12,"Antisocial","alcoholWork",3,5,5,3,2,0,-1,-2,6,2,"older","0","0"
"1355",8,"177",1,"Prosocial","queue",11,9,9,4,6,0,2,2,2,1,"older","0","1"
"1356",8,"177",2,"Prosocial","bike",10,8,10,2,4,2,2,2,2,1,"older","0","1"
"1357",8,"177",4,"Prosocial","recycle",11,9,11,6,6,2,0,2,2,1,"older","0","1"
"1358",8,"177",5,"Antisocial","distance",8,10,9,6,7,-1,1,-2,2,1,"older","0","0"
"1359",8,"177",6,"Antisocial","gathering",2,4,2,2,1,-2,-1,-2,2,1,"older","0","0"
"1360",8,"177",7,"Prosocial","speed",11,9,11,6,7,2,1,2,2,1,"older","0","1"
"1361",8,"177",9,"Antisocial","shower",4,6,5,5,4,-1,-1,-2,2,1,"older","0","0"
"1362",8,"177",11,"Antisocial","chargers",4,6,3,5,3,-3,-2,-2,2,1,"older","0","0"
"1363",9,"178",1,"Antisocial","shower",3,5,3,2,2,-2,0,-2,5,2,"older","0","0"
"1364",9,"178",2,"Antisocial","late",2,4,2,2,1,-2,-1,-2,5,2,"older","0","0"
"1365",9,"178",4,"Prosocial","sustainable",10,8,9,1,5,1,4,2,5,2,"older","0","1"
"1366",9,"178",5,"Prosocial","charity",11,9,11,2,3,2,1,2,5,2,"older","0","1"
"1367",9,"178",6,"Antisocial","download",3,5,6,2,4,1,2,-2,5,2,"older","0","0"
"1368",9,"178",7,"Prosocial","organicVegetables",8,6,7,4,4,1,0,2,5,2,"older","0","1"
"1369",9,"178",9,"Antisocial","distance",4,6,6,5,3,0,-2,-2,5,2,"older","0","0"
"1370",9,"178",10,"Prosocial","lendMoney",8,6,7,1,1,1,0,2,5,2,"older","0","1"
"1371",10,"179",1,"Antisocial","gathering",4,6,6,7,4,0,-3,-2,4,1,"older","0","0"
"1372",10,"179",5,"Prosocial","organicVegetables",11,9,8,6,7,-1,1,2,4,1,"older","0","1"
"1373",10,"179",7,"Antisocial","coughelbow",4,6,6,2,5,0,3,-2,4,1,"older","0","0"
"1374",10,"179",8,"Prosocial","screentime",8,6,6,2,3,0,1,2,4,1,"older","0","1"
"1375",10,"179",9,"Prosocial","bike",11,9,6,1,5,-3,4,2,4,1,"older","0","1"
"1376",10,"179",10,"Prosocial","vegetarian",11,9,9,6,7,0,1,2,4,1,"older","0","1"
"1377",11,"180",1,"Prosocial","lendMoney",8,6,7,1,5,1,4,2,4,2,"older","0","1"
"1378",11,"180",2,"Prosocial","organicVegetables",10,8,9,5,6,1,1,2,4,2,"older","0","1"
"1379",11,"180",4,"Antisocial","chargers",1,3,3,7,5,0,-2,-2,4,2,"older","0","0"
"1380",11,"180",5,"Prosocial","homeless",8,6,7,4,4,1,0,2,4,2,"older","0","1"
"1381",11,"180",6,"Antisocial","gathering",2,4,2,3,2,-2,-1,-2,4,2,"older","0","0"
"1382",11,"180",8,"Antisocial","distance",9,11,9,6,6,-2,0,-2,4,2,"older","0","0"
"1383",11,"180",9,"Antisocial","heating",5,7,7,3,5,0,2,-2,4,2,"older","0","0"
"1384",11,"180",12,"Prosocial","screentime",8,6,7,2,5,1,3,2,4,2,"older","0","1"
"1385",12,"181",1,"Antisocial","meat",6,8,6,7,4,-2,-3,-2,2,2,"older","0","0"
"1386",12,"181",2,"Prosocial","lendMoney",8,6,4,4,3,-2,-1,2,2,2,"older","0","1"
"1387",12,"181",5,"Antisocial","distance",9,11,3,7,3,-8,-4,-2,2,2,"older","0","0"
"1388",12,"181",6,"Prosocial","screentime",10,8,11,1,7,3,6,2,2,2,"older","0","1"
"1389",12,"181",8,"Antisocial","shower",4,6,4,5,4,-2,-1,-2,2,2,"older","0","0"
"1390",12,"181",9,"Antisocial","lights",2,4,3,4,2,-1,-2,-2,2,2,"older","0","0"
"1391",13,"182",1,"Antisocial","coughelbow",4,6,3,2,1,-3,-1,-2,3,1,"older","0","0"
"1392",13,"182",2,"Prosocial","vaccination",7,5,2,1,1,-3,0,2,3,1,"older","0","1"
"1393",13,"182",6,"Antisocial","distance",9,11,10,7,7,-1,0,-2,3,1,"older","0","0"
"1394",13,"182",7,"Antisocial","shower",4,6,5,2,2,-1,0,-2,3,1,"older","0","0"
"1395",13,"182",8,"Prosocial","washands",8,6,6,1,2,0,1,2,3,1,"older","0","1"
"1396",13,"182",10,"Prosocial","sustainable",9,7,10,4,5,3,1,2,3,1,"older","0","1"
"1397",13,"182",11,"Prosocial","vegetarian",9,7,8,4,4,1,0,2,3,1,"older","0","1"
"1398",13,"182",12,"Antisocial","lights",4,6,5,2,2,-1,0,-2,3,1,"older","0","0"
"1399",14,"183",3,"Prosocial","facemask",8,6,6,3,4,0,1,2,3,1,"older","0","1"
"1400",14,"183",4,"Prosocial","homeless",8,6,4,2,1,-2,-1,2,3,1,"older","0","1"
"1401",14,"183",5,"Antisocial","chargers",1,4,1,2,1,-3,-1,-3,3,1,"older","0","0"
"1402",14,"183",6,"Prosocial","vaccination",8,6,6,1,1,0,0,2,3,1,"older","0","1"
"1403",14,"183",8,"Antisocial","gathering",4,6,6,2,2,0,0,-2,3,1,"older","0","0"
"1404",14,"183",9,"Antisocial","shower",4,6,6,4,5,0,1,-2,3,1,"older","0","0"
"1405",14,"183",11,"Prosocial","queue",11,9,11,4,7,2,3,2,3,1,"older","0","1"
"1406",14,"183",12,"Antisocial","coughelbow",1,3,1,2,1,-2,-1,-2,3,1,"older","0","0"
"1407",15,"184",4,"Antisocial","chargers",1,4,3,2,6,-1,4,-3,4,1,"older","0","0"
"1408",15,"184",5,"Prosocial","screentime",11,9,9,3,4,0,1,2,4,1,"older","0","1"
"1409",15,"184",6,"Prosocial","vegetarian",8,6,6,1,1,0,0,2,4,1,"older","0","1"
"1410",15,"184",9,"Prosocial","queue",11,9,10,5,7,1,2,2,4,1,"older","0","1"
"1411",15,"184",10,"Antisocial","travelticket",1,8,6,1,4,-2,3,-7,4,1,"older","0","0"
"1412",15,"184",11,"Antisocial","redlights",3,5,2,3,5,-3,2,-2,4,1,"older","0","0"
"1413",15,"184",12,"Prosocial","seatBus",11,9,10,6,5,1,-1,2,4,1,"older","0","1"
"1414",16,"185",1,"Antisocial","distance",6,8,2,2,2,-6,0,-2,5,2,"older","0","0"
"1415",16,"185",4,"Prosocial","queue",11,9,10,5,5,1,0,2,5,2,"older","0","1"
"1416",16,"185",6,"Antisocial","download",6,8,7,2,6,-1,4,-2,5,2,"older","0","0"
"1417",16,"185",7,"Antisocial","redlights",3,5,5,2,4,0,2,-2,5,2,"older","0","0"
"1418",16,"185",8,"Antisocial","shower",5,7,6,6,7,-1,1,-2,5,2,"older","0","0"
"1419",16,"185",9,"Prosocial","screentime",11,9,9,1,5,0,4,2,5,2,"older","0","1"
"1420",16,"185",11,"Prosocial","lendMoney",9,7,9,2,3,2,1,2,5,2,"older","0","1"
"1421",16,"185",12,"Prosocial","washands",9,7,11,5,6,4,1,2,5,2,"older","0","1"
"1422",17,"186",1,"Prosocial","queue",8,6,9,4,6,3,2,2,5,2,"older","0","1"
"1423",17,"186",3,"Antisocial","distance",6,9,6,7,4,-3,-3,-3,5,2,"older","0","0"
"1424",17,"186",5,"Prosocial","bike",8,6,10,1,4,4,3,2,5,2,"older","0","1"
"1425",17,"186",7,"Prosocial","organicVegetables",8,6,9,6,5,3,-1,2,5,2,"older","0","1"
"1426",17,"186",8,"Antisocial","shower",3,5,3,2,2,-2,0,-2,5,2,"older","0","0"
"1427",17,"186",9,"Antisocial","chargers",4,6,5,6,4,-1,-2,-2,5,2,"older","0","0"
"1428",17,"186",11,"Antisocial","download",3,6,6,2,5,0,3,-3,5,2,"older","0","0"
"1429",17,"186",12,"Prosocial","speed",8,6,6,1,5,0,4,2,5,2,"older","0","1"
"1430",18,"187",2,"Antisocial","alcoholWork",1,3,1,1,1,-2,0,-2,3,2,"older","0","0"
"1431",18,"187",3,"Prosocial","lendMoney",8,6,11,5,7,5,2,2,3,2,"older","0","1"
"1432",18,"187",4,"Prosocial","screentime",8,6,11,2,2,5,0,2,3,2,"older","0","1"
"1433",18,"187",5,"Antisocial","shower",7,10,11,7,7,1,0,-3,3,2,"older","0","0"
"1434",18,"187",6,"Prosocial","bike",9,7,11,1,3,4,2,2,3,2,"older","0","1"
"1435",18,"187",7,"Antisocial","gathering",6,8,1,2,2,-7,0,-2,3,2,"older","0","0"
"1436",18,"187",9,"Antisocial","chargers",4,6,6,6,5,0,-1,-2,3,2,"older","0","0"
"1437",18,"187",11,"Prosocial","queue",6,4,1,2,2,-3,0,2,3,2,"older","0","1"
"1438",18,"187",12,"Antisocial","lights",3,5,6,5,2,1,-3,-2,3,2,"older","0","0"
"1439",19,"188",2,"Prosocial","homeless",10,8,9,3,4,1,1,2,4,1,"older","0","1"
"1440",19,"188",5,"Antisocial","taxes",2,4,3,4,2,-1,-2,-2,4,1,"older","0","0"
"1441",19,"188",7,"Antisocial","chargers",4,6,6,4,5,0,1,-2,4,1,"older","0","0"
"1442",19,"188",8,"Antisocial","gathering",1,3,4,3,2,1,-1,-2,4,1,"older","0","0"
"1443",19,"188",9,"Antisocial","distance",3,5,3,5,2,-2,-3,-2,4,1,"older","0","0"
"1444",19,"188",10,"Prosocial","bike",11,9,9,2,3,0,1,2,4,1,"older","0","1"
"1445",19,"188",11,"Prosocial","seatBus",11,9,8,4,3,-1,-1,2,4,1,"older","0","1"
"1446",19,"188",12,"Prosocial","organicVegetables",10,8,8,5,6,0,1,2,4,1,"older","0","1"
"1447",20,"189",2,"Prosocial","facemask",9,7,6,4,5,-1,1,2,1,1,"older","0","1"
"1448",20,"189",3,"Prosocial","vaccination",7,5,6,1,1,1,0,2,1,1,"older","0","1"
"1449",20,"189",4,"Prosocial","sustainable",11,9,11,4,7,2,3,2,1,1,"older","0","1"
"1450",20,"189",5,"Antisocial","shower",5,7,6,4,5,-1,1,-2,1,1,"older","0","0"
"1451",20,"189",6,"Antisocial","gathering",1,3,5,4,1,2,-3,-2,1,1,"older","0","0"
"1452",20,"189",7,"Antisocial","meat",6,8,6,7,7,-2,0,-2,1,1,"older","0","0"
"1453",20,"189",8,"Antisocial","chargers",4,6,6,7,4,0,-3,-2,1,1,"older","0","0"
"1454",20,"189",9,"Prosocial","lendMoney",8,6,6,1,2,0,1,2,1,1,"older","0","1"
"1455",21,"190",2,"Antisocial","alcoholWork",4,6,4,6,4,-2,-2,-2,4,1,"older","0","0"
"1456",21,"190",3,"Prosocial","sustainable",10,8,8,6,4,0,-2,2,4,1,"older","0","1"
"1457",21,"190",4,"Prosocial","organicVegetables",8,6,7,5,2,1,-3,2,4,1,"older","0","1"
"1458",21,"190",6,"Antisocial","lights",4,6,1,6,1,-5,-5,-2,4,1,"older","0","0"
"1459",21,"190",7,"Prosocial","vegetarian",11,9,6,6,6,-3,0,2,4,1,"older","0","1"
"1460",21,"190",8,"Antisocial","distance",4,6,6,6,5,0,-1,-2,4,1,"older","0","0"
"1461",21,"190",10,"Antisocial","shower",4,6,7,6,1,1,-5,-2,4,1,"older","0","0"
"1462",21,"190",12,"Prosocial","speed",10,8,11,4,5,3,1,2,4,1,"older","0","1"
"1463",22,"191",1,"Antisocial","shower",2,4,1,2,6,-3,4,-2,4,2,"older","0","0"
"1464",22,"191",2,"Prosocial","speed",8,6,6,2,1,0,-1,2,4,2,"older","0","1"
"1465",22,"191",3,"Prosocial","lendMoney",9,7,6,6,4,-1,-2,2,4,2,"older","0","1"
"1466",22,"191",6,"Antisocial","download",3,6,6,4,4,0,0,-3,4,2,"older","0","0"
"1467",22,"191",7,"Antisocial","chargers",4,6,6,6,6,0,0,-2,4,2,"older","0","0"
"1468",22,"191",8,"Prosocial","screentime",8,6,6,4,7,0,3,2,4,2,"older","0","1"
"1469",22,"191",9,"Prosocial","organicVegetables",8,6,3,1,1,-3,0,2,4,2,"older","0","1"
"1470",22,"191",10,"Antisocial","distance",9,11,11,7,7,0,0,-2,4,2,"older","0","0"
"1471",23,"192",1,"Antisocial","heating",3,5,6,4,5,1,1,-2,2,2,"older","0","0"
"1472",23,"192",2,"Prosocial","queue",11,9,10,3,5,1,2,2,2,2,"older","0","1"
"1473",23,"192",3,"Prosocial","lendMoney",3,1,3,1,1,2,0,2,2,2,"older","0","1"
"1474",23,"192",6,"Prosocial","crossroad",9,7,7,1,3,0,2,2,2,2,"older","0","1"
"1475",23,"192",7,"Prosocial","organicVegetables",8,6,6,1,2,0,1,2,2,2,"older","0","1"
"1476",23,"192",8,"Antisocial","meat",9,11,9,7,7,-2,0,-2,2,2,"older","0","0"
"1477",23,"192",10,"Antisocial","distance",2,4,2,6,2,-2,-4,-2,2,2,"older","0","0"
"1478",23,"192",11,"Antisocial","chargers",4,6,6,7,7,0,0,-2,2,2,"older","0","0"
"1479",24,"193",2,"Prosocial","charity",11,9,10,5,6,1,1,2,6,1,"older","0","1"
"1480",24,"193",3,"Prosocial","vegetarian",10,8,8,2,5,0,3,2,6,1,"older","0","1"
"1481",24,"193",4,"Antisocial","download",5,7,7,2,6,0,4,-2,6,1,"older","0","0"
"1482",24,"193",7,"Antisocial","lights",5,7,7,5,5,0,0,-2,6,1,"older","0","0"
"1483",24,"193",8,"Antisocial","distance",2,4,5,5,3,1,-2,-2,6,1,"older","0","0"
"1484",24,"193",9,"Antisocial","meat",6,8,6,7,6,-2,-1,-2,6,1,"older","0","0"
"1485",24,"193",11,"Prosocial","screentime",9,7,7,1,3,0,2,2,6,1,"older","0","1"
"1486",24,"193",12,"Prosocial","speed",11,9,8,3,6,-1,3,2,6,1,"older","0","1"
"1487",25,"194",1,"Antisocial","lights",1,3,3,3,3,0,0,-2,2,1,"older","0","0"
"1488",25,"194",2,"Antisocial","heating",3,5,3,2,3,-2,1,-2,2,1,"older","0","0"
"1489",25,"194",4,"Antisocial","shower",4,6,5,4,4,-1,0,-2,2,1,"older","0","0"
"1490",25,"194",5,"Prosocial","screentime",8,6,6,4,2,0,-2,2,2,1,"older","0","1"
"1491",25,"194",6,"Antisocial","distance",9,11,11,7,7,0,0,-2,2,1,"older","0","0"
"1492",25,"194",7,"Prosocial","homeless",10,8,7,5,4,-1,-1,2,2,1,"older","0","1"
"1493",25,"194",9,"Prosocial","organicVegetables",10,8,9,6,6,1,0,2,2,1,"older","0","1"
"1494",25,"194",10,"Prosocial","vegetarian",11,9,9,5,6,0,1,2,2,1,"older","0","1"
"1495",26,"195",1,"Antisocial","shower",1,2,10,1,4,8,3,-1,7,2,"older","0","0"
"1496",26,"195",2,"Prosocial","queue",8,6,10,4,1,4,-3,2,7,2,"older","0","1"
"1497",26,"195",8,"Prosocial","lendMoney",3,1,10,1,2,9,1,2,7,2,"older","0","1"
"1498",26,"195",9,"Prosocial","speed",8,6,10,4,5,4,1,2,7,2,"older","0","1"
"1499",26,"195",10,"Antisocial","distance",9,11,10,7,7,-1,0,-2,7,2,"older","0","0"
"1500",26,"195",12,"Antisocial","meat",8,10,11,7,7,1,0,-2,7,2,"older","0","0"
"1501",27,"196",1,"Prosocial","recycle",8,6,9,5,5,3,0,2,4,1,"older","0","1"
"1502",27,"196",2,"Prosocial","vegetarian",8,6,8,4,5,2,1,2,4,1,"older","0","1"
"1503",27,"196",5,"Antisocial","gathering",4,6,4,2,4,-2,2,-2,4,1,"older","0","0"
"1504",27,"196",7,"Prosocial","vaccination",8,6,8,4,4,2,0,2,4,1,"older","0","1"
"1505",27,"196",8,"Antisocial","shower",4,6,4,2,3,-2,1,-2,4,1,"older","0","0"
"1506",27,"196",10,"Prosocial","facemask",8,6,7,1,4,1,3,2,4,1,"older","0","1"
"1507",27,"196",11,"Antisocial","distance",4,6,4,2,4,-2,2,-2,4,1,"older","0","0"
"1508",27,"196",12,"Antisocial","lights",4,6,6,4,4,0,0,-2,4,1,"older","0","0"
"1509",28,"197",1,"Prosocial","lendMoney",9,7,8,5,6,1,1,2,5,2,"older","0","1"
"1510",28,"197",2,"Antisocial","redlights",1,3,3,2,2,0,0,-2,5,2,"older","0","0"
"1511",28,"197",4,"Prosocial","crossroad",11,9,9,6,6,0,0,2,5,2,"older","0","1"
"1512",28,"197",5,"Prosocial","organicVegetables",10,8,7,6,5,-1,-1,2,5,2,"older","0","1"
"1513",28,"197",6,"Antisocial","shower",2,4,4,3,4,0,1,-2,5,2,"older","0","0"
"1514",28,"197",9,"Antisocial","coughelbow",2,4,3,2,2,-1,0,-2,5,2,"older","0","0"
"1515",28,"197",11,"Antisocial","late",1,3,2,2,3,-1,1,-2,5,2,"older","0","0"
"1516",28,"197",12,"Prosocial","homeless",11,9,8,5,5,-1,0,2,5,2,"older","0","1"
"1517",29,"198",1,"Prosocial","homeless",8,6,7,4,2,1,-2,2,4,1,"older","0","1"
"1518",29,"198",3,"Prosocial","lendMoney",9,7,3,3,1,-4,-2,2,4,1,"older","0","1"
"1519",29,"198",4,"Prosocial","vegetarian",10,8,11,5,5,3,0,2,4,1,"older","0","1"
"1520",29,"198",5,"Antisocial","noisedisturbance",1,3,1,2,1,-2,-1,-2,4,1,"older","0","0"
"1521",29,"198",6,"Antisocial","shower",3,5,6,5,6,1,1,-2,4,1,"older","0","0"
"1522",29,"198",7,"Antisocial","meat",7,9,8,7,7,-1,0,-2,4,1,"older","0","0"
"1523",29,"198",10,"Prosocial","speed",8,6,8,2,5,2,3,2,4,1,"older","0","1"
"1524",29,"198",12,"Antisocial","late",2,4,2,4,5,-2,1,-2,4,1,"older","0","0"
"1525",30,"199",1,"Prosocial","crossroad",10,8,10,4,6,2,2,2,4,1,"older","0","1"
"1526",30,"199",2,"Prosocial","vegetarian",10,8,10,4,6,2,2,2,4,1,"older","0","1"
"1527",30,"199",3,"Antisocial","lights",3,5,2,4,2,-3,-2,-2,4,1,"older","0","0"
"1528",30,"199",5,"Prosocial","organicVegetables",9,7,8,4,5,1,1,2,4,1,"older","0","1"
"1529",30,"199",6,"Antisocial","coughelbow",2,4,2,2,2,-2,0,-2,4,1,"older","0","0"
"1530",30,"199",8,"Prosocial","sustainable",10,8,9,4,6,1,2,2,4,1,"older","0","1"
"1531",30,"199",10,"Antisocial","parking",2,4,2,5,2,-2,-3,-2,4,1,"older","0","0"
"1532",30,"199",12,"Antisocial","shower",3,5,3,5,2,-2,-3,-2,4,1,"older","0","0"
"1533",31,"200",1,"Antisocial","coughelbow",1,3,2,2,2,-1,0,-2,3,1,"older","0","0"
"1534",31,"200",3,"Prosocial","lendMoney",9,7,7,2,2,0,0,2,3,1,"older","0","1"
"1535",31,"200",6,"Antisocial","meat",6,8,7,6,5,-1,-1,-2,3,1,"older","0","0"
"1536",31,"200",7,"Antisocial","heating",1,2,2,2,1,0,-1,-1,3,1,"older","0","0"
"1537",31,"200",8,"Prosocial","crossroad",11,9,11,5,6,2,1,2,3,1,"older","0","1"
"1538",31,"200",9,"Prosocial","sustainable",11,9,11,5,5,2,0,2,3,1,"older","0","1"
"1539",31,"200",10,"Prosocial","vegetarian",10,8,10,6,6,2,0,2,3,1,"older","0","1"
"1540",31,"200",11,"Antisocial","shower",4,6,5,3,4,-1,1,-2,3,1,"older","0","0"
"1541",32,"201",1,"Prosocial","homeless",6,4,4,3,5,0,2,2,1,1,"older","0","1"
"1542",32,"201",2,"Antisocial","chargers",4,6,5,6,3,-1,-3,-2,1,1,"older","0","0"
"1543",32,"201",3,"Prosocial","lendMoney",6,4,5,1,5,1,4,2,1,1,"older","0","1"
"1544",32,"201",4,"Antisocial","noisedisturbance",3,5,5,2,3,0,1,-2,1,1,"older","0","0"
"1545",32,"201",6,"Antisocial","distance",9,11,10,7,6,-1,-1,-2,1,1,"older","0","0"
"1546",32,"201",8,"Antisocial","coughelbow",6,8,6,6,7,-2,1,-2,1,1,"older","0","0"
"1547",32,"201",9,"Prosocial","screentime",8,6,9,1,6,3,5,2,1,1,"older","0","1"
"1548",32,"201",11,"Prosocial","crossroad",9,7,9,4,6,2,2,2,1,1,"older","0","1"
"1549",33,"202",1,"Antisocial","shower",4,6,3,2,1,-3,-1,-2,5,1,"older","0","0"
"1550",33,"202",2,"Antisocial","meat",9,11,6,7,7,-5,0,-2,5,1,"older","0","0"
"1551",33,"202",4,"Prosocial","homeless",8,6,3,1,1,-3,0,2,5,1,"older","0","1"
"1552",33,"202",6,"Antisocial","gathering",7,10,6,4,1,-4,-3,-3,5,1,"older","0","0"
"1553",33,"202",8,"Prosocial","washands",8,6,2,2,4,-4,2,2,5,1,"older","0","1"
"1554",33,"202",9,"Antisocial","chargers",9,11,6,6,4,-5,-2,-2,5,1,"older","0","0"
"1555",33,"202",11,"Prosocial","screentime",8,6,3,2,1,-3,-1,2,5,1,"older","0","1"
"1556",33,"202",12,"Prosocial","lendMoney",3,1,1,1,1,0,0,2,5,1,"older","0","1"
"1557",34,"203",1,"Antisocial","chargers",4,6,6,7,5,0,-2,-2,3,2,"older","0","0"
"1558",34,"203",2,"Antisocial","lights",4,6,6,6,2,0,-4,-2,3,2,"older","0","0"
"1559",34,"203",3,"Prosocial","lendMoney",9,7,8,4,5,1,1,2,3,2,"older","0","1"
"1560",34,"203",4,"Antisocial","late",1,3,1,5,1,-2,-4,-2,3,2,"older","0","0"
"1561",34,"203",5,"Prosocial","queue",11,9,9,4,5,0,1,2,3,2,"older","0","1"
"1562",34,"203",6,"Prosocial","screentime",11,9,10,1,7,1,6,2,3,2,"older","0","1"
"1563",34,"203",9,"Prosocial","speed",11,9,10,5,7,1,2,2,3,2,"older","0","1"
"1564",34,"203",12,"Antisocial","distance",2,4,1,5,2,-3,-3,-2,3,2,"older","0","0"
"1565",35,"204",2,"Antisocial","lights",2,4,3,5,6,-1,1,-2,3,1,"older","0","0"
"1566",35,"204",4,"Prosocial","homeless",11,9,9,3,3,0,0,2,3,1,"older","0","1"
"1567",35,"204",5,"Prosocial","washands",8,6,6,1,5,0,4,2,3,1,"older","0","1"
"1568",35,"204",6,"Prosocial","queue",11,9,10,5,7,1,2,2,3,1,"older","0","1"
"1569",35,"204",7,"Antisocial","coughelbow",4,6,5,4,1,-1,-3,-2,3,1,"older","0","0"
"1570",35,"204",10,"Prosocial","recycle",8,6,6,4,3,0,-1,2,3,1,"older","0","1"
"1571",35,"204",11,"Antisocial","chargers",4,6,6,7,7,0,0,-2,3,1,"older","0","0"
"1572",35,"204",12,"Antisocial","shower",4,6,6,7,7,0,0,-2,3,1,"older","0","0"
"1573",36,"205",2,"Antisocial","coughelbow",3,5,2,2,1,-3,-1,-2,4,2,"older","0","0"
"1574",36,"205",4,"Prosocial","sustainable",11,9,6,4,5,-3,1,2,4,2,"older","0","1"
"1575",36,"205",5,"Prosocial","homeless",11,9,6,2,4,-3,2,2,4,2,"older","0","1"
"1576",36,"205",6,"Antisocial","meat",6,8,7,7,6,-1,-1,-2,4,2,"older","0","0"
"1577",36,"205",8,"Antisocial","chargers",6,8,6,7,4,-2,-3,-2,4,2,"older","0","0"
"1578",36,"205",9,"Antisocial","shower",4,6,6,6,4,0,-2,-2,4,2,"older","0","0"
"1579",36,"205",10,"Prosocial","washands",11,9,11,6,7,2,1,2,4,2,"older","0","1"
