"","participant_id","ID","trial","Treatment","Beh","SI_PN","PN_1","PN_2","IB_1","IB_2","PN_moves","IB_moves","Treatment_GN","subCloseness","order","cohort","cohort_rec","domain"
"646",85,"85",2,"Antisocial","coughelbow",1,3,1,2,2,-2,0,-2,4,2,"younger","1","0"
"647",85,"85",3,"Prosocial","homeless",9,7,7,1,3,0,2,2,4,2,"younger","1","1"
"648",85,"85",4,"Prosocial","volunteer",9,7,8,1,1,1,0,2,4,2,"younger","1","1"
"649",85,"85",5,"Antisocial","shower",8,10,10,7,7,0,0,-2,4,2,"younger","1","0"
"650",85,"85",9,"Prosocial","sustainable",8,6,7,3,4,1,1,2,4,2,"younger","1","1"
"651",85,"85",11,"Antisocial","heating",6,8,4,2,2,-4,0,-2,4,2,"younger","1","0"
"652",85,"85",12,"Prosocial","lendMoney",9,7,6,5,3,-1,-2,2,4,2,"younger","1","1"
"653",86,"86",2,"Prosocial","volunteer",11,10,11,3,6,1,3,1,2,2,"younger","1","1"
"654",86,"86",3,"Antisocial","distance",1,3,1,3,1,-2,-2,-2,2,2,"younger","1","0"
"655",86,"86",5,"Antisocial","lights",4,6,5,3,3,-1,0,-2,2,2,"younger","1","0"
"656",86,"86",6,"Antisocial","shower",4,6,4,5,2,-2,-3,-2,2,2,"younger","1","0"
"657",86,"86",7,"Antisocial","late",4,6,4,4,3,-2,-1,-2,2,2,"younger","1","0"
"658",86,"86",9,"Prosocial","screentime",8,6,6,1,4,0,3,2,2,2,"younger","1","1"
"659",87,"87",1,"Antisocial","distance",9,11,11,5,7,0,2,-2,7,2,"younger","1","0"
"660",87,"87",6,"Prosocial","bike",11,10,8,1,2,-2,1,1,7,2,"younger","1","1"
"661",87,"87",8,"Prosocial","queue",5,1,6,4,1,5,-3,4,7,2,"younger","1","1"
"662",87,"87",10,"Prosocial","homeless",9,7,9,1,3,2,2,2,7,2,"younger","1","1"
"663",87,"87",11,"Prosocial","lendMoney",9,7,5,1,2,-2,1,2,7,2,"younger","1","1"
"664",88,"88",1,"Prosocial","bike",11,9,11,1,7,2,6,2,5,2,"younger","1","1"
"665",88,"88",2,"Prosocial","vegetarian",8,6,6,1,3,0,2,2,5,2,"younger","1","1"
"666",88,"88",4,"Antisocial","distance",3,5,4,7,5,-1,-2,-2,5,2,"younger","1","0"
"667",88,"88",5,"Prosocial","homeless",10,8,6,3,3,-2,0,2,5,2,"younger","1","1"
"668",88,"88",7,"Prosocial","screentime",8,6,10,4,6,4,2,2,5,2,"younger","1","1"
"669",88,"88",8,"Antisocial","chargers",4,6,6,6,6,0,0,-2,5,2,"younger","1","0"
"670",88,"88",9,"Antisocial","lights",2,4,4,2,3,0,1,-2,5,2,"younger","1","0"
"671",88,"88",11,"Antisocial","gathering",3,5,2,2,2,-3,0,-2,5,2,"younger","1","0"
"672",89,"89",1,"Antisocial","distance",6,9,2,7,3,-7,-4,-3,2,2,"younger","1","0"
"673",89,"89",2,"Prosocial","homeless",10,8,3,1,1,-5,0,2,2,2,"younger","1","1"
"674",89,"89",3,"Prosocial","queue",6,4,3,2,1,-1,-1,2,2,2,"younger","1","1"
"675",89,"89",4,"Antisocial","chargers",7,9,6,7,7,-3,0,-2,2,2,"younger","1","0"
"676",89,"89",6,"Antisocial","meat",9,11,11,7,7,0,0,-2,2,2,"younger","1","0"
"677",89,"89",7,"Prosocial","crossroad",11,9,8,2,2,-1,0,2,2,2,"younger","1","1"
"678",89,"89",10,"Antisocial","shower",7,9,8,7,7,-1,0,-2,2,2,"younger","1","0"
"679",89,"89",12,"Prosocial","volunteer",11,9,10,1,5,1,4,2,2,2,"younger","1","1"
"680",90,"90",1,"Antisocial","lights",4,6,6,5,5,0,0,-2,2,1,"younger","1","0"
"681",90,"90",3,"Antisocial","shower",6,8,7,6,7,-1,1,-2,2,1,"younger","1","0"
"682",90,"90",4,"Prosocial","sustainable",10,8,8,6,5,0,-1,2,2,1,"younger","1","1"
"683",90,"90",5,"Prosocial","crossroad",10,8,9,4,6,1,2,2,2,1,"younger","1","1"
"684",90,"90",7,"Antisocial","meat",6,8,8,7,7,0,0,-2,2,1,"younger","1","0"
"685",90,"90",8,"Prosocial","vegetarian",8,6,6,1,2,0,1,2,2,1,"younger","1","1"
"686",90,"90",9,"Prosocial","charity",11,9,8,5,5,-1,0,2,2,1,"younger","1","1"
"687",90,"90",12,"Antisocial","download",4,6,5,5,5,-1,0,-2,2,1,"younger","1","0"
"688",91,"91",2,"Prosocial","queue",11,9,11,3,6,2,3,2,6,1,"younger","1","1"
"689",91,"91",3,"Prosocial","screentime",9,7,10,2,6,3,4,2,6,1,"younger","1","1"
"690",91,"91",4,"Prosocial","speed",11,9,10,6,6,1,0,2,6,1,"younger","1","1"
"691",91,"91",7,"Antisocial","lights",1,3,3,3,2,0,-1,-2,6,1,"younger","1","0"
"692",91,"91",8,"Prosocial","bike",11,9,11,1,1,2,0,2,6,1,"younger","1","1"
"693",91,"91",9,"Antisocial","chargers",3,5,1,5,3,-4,-2,-2,6,1,"younger","1","0"
"694",91,"91",10,"Antisocial","shower",4,6,2,5,4,-4,-1,-2,6,1,"younger","1","0"
"695",91,"91",12,"Antisocial","late",4,6,2,5,3,-4,-2,-2,6,1,"younger","1","0"
"696",92,"92",1,"Antisocial","distance",1,3,3,6,5,0,-1,-2,5,1,"younger","1","0"
"697",92,"92",3,"Prosocial","homeless",9,7,10,3,6,3,3,2,5,1,"younger","1","1"
"698",92,"92",4,"Antisocial","shower",3,5,2,2,1,-3,-1,-2,5,1,"younger","1","0"
"699",92,"92",6,"Antisocial","gathering",2,4,2,2,2,-2,0,-2,5,1,"younger","1","0"
"700",92,"92",8,"Prosocial","seatBus",10,8,10,3,3,2,0,2,5,1,"younger","1","1"
"701",92,"92",10,"Antisocial","redlights",2,4,4,3,3,0,0,-2,5,1,"younger","1","0"
"702",92,"92",11,"Prosocial","washands",9,7,11,6,7,4,1,2,5,1,"younger","1","1"
"703",92,"92",12,"Prosocial","queue",11,9,10,4,5,1,1,2,5,1,"younger","1","1"
"704",93,"93",4,"Prosocial","sustainable",10,8,10,5,5,2,0,2,3,1,"younger","1","1"
"705",93,"93",5,"Prosocial","vegetarian",9,7,10,5,3,3,-2,2,3,1,"younger","1","1"
"706",93,"93",6,"Antisocial","travelticket",1,3,1,2,1,-2,-1,-2,3,1,"younger","1","0"
"707",93,"93",7,"Antisocial","meat",5,7,7,7,7,0,0,-2,3,1,"younger","1","0"
"708",93,"93",8,"Antisocial","late",1,3,1,2,1,-2,-1,-2,3,1,"younger","1","0"
"709",93,"93",9,"Antisocial","heating",3,5,4,2,1,-1,-1,-2,3,1,"younger","1","0"
"710",93,"93",10,"Prosocial","screentime",7,5,5,3,2,0,-1,2,3,1,"younger","1","1"
"711",93,"93",12,"Prosocial","crossroad",11,9,8,4,3,-1,-1,2,3,1,"younger","1","1"
"712",94,"94",2,"Antisocial","shower",4,6,5,5,6,-1,1,-2,3,2,"younger","1","0"
"713",94,"94",5,"Prosocial","queue",8,6,8,5,7,2,2,2,3,2,"younger","1","1"
"714",94,"94",6,"Antisocial","chargers",4,6,3,7,6,-3,-1,-2,3,2,"younger","1","0"
"715",94,"94",7,"Prosocial","charity",11,9,11,5,7,2,2,2,3,2,"younger","1","1"
"716",94,"94",8,"Prosocial","bike",10,8,7,1,2,-1,1,2,3,2,"younger","1","1"
"717",94,"94",10,"Antisocial","gathering",6,8,4,4,3,-4,-1,-2,3,2,"younger","1","0"
"718",94,"94",11,"Prosocial","screentime",8,6,8,3,5,2,2,2,3,2,"younger","1","1"
"719",94,"94",12,"Antisocial","distance",9,11,9,7,3,-2,-4,-2,3,2,"younger","1","0"
"720",95,"95",1,"Prosocial","speed",11,9,9,6,5,0,-1,2,7,1,"younger","1","1"
"721",95,"95",2,"Prosocial","volunteer",11,9,11,4,5,2,1,2,7,1,"younger","1","1"
"722",95,"95",5,"Antisocial","noisedisturbance",2,4,1,2,1,-3,-1,-2,7,1,"younger","1","0"
"723",95,"95",7,"Prosocial","queue",7,5,8,4,4,3,0,2,7,1,"younger","1","1"
"724",95,"95",8,"Antisocial","travelticket",6,8,7,5,5,-1,0,-2,7,1,"younger","1","0"
"725",95,"95",9,"Prosocial","sustainable",11,9,11,5,5,2,0,2,7,1,"younger","1","1"
"726",95,"95",10,"Antisocial","meat",5,7,6,7,6,-1,-1,-2,7,1,"younger","1","0"
"727",95,"95",11,"Antisocial","distance",1,3,1,2,1,-2,-1,-2,7,1,"younger","1","0"
"728",96,"96",1,"Prosocial","sustainable",9,7,9,5,7,2,2,2,5,1,"younger","1","1"
"729",96,"96",3,"Prosocial","speed",9,7,5,6,3,-2,-3,2,5,1,"younger","1","1"
"730",96,"96",4,"Antisocial","late",6,8,6,5,5,-2,0,-2,5,1,"younger","1","0"
"731",96,"96",5,"Antisocial","meat",9,11,9,7,6,-2,-1,-2,5,1,"younger","1","0"
"732",96,"96",6,"Prosocial","volunteer",10,8,11,6,7,3,1,2,5,1,"younger","1","1"
"733",96,"96",7,"Antisocial","travelticket",8,10,10,7,6,0,-1,-2,5,1,"younger","1","0"
"734",96,"96",8,"Prosocial","bike",7,5,4,2,3,-1,1,2,5,1,"younger","1","1"
"735",96,"96",10,"Antisocial","distance",9,11,11,7,7,0,0,-2,5,1,"younger","1","0"
"736",97,"97",3,"Prosocial","ownbag",11,9,10,5,6,1,1,2,5,1,"younger","1","1"
"737",97,"97",4,"Prosocial","seatBus",10,8,8,6,5,0,-1,2,5,1,"younger","1","1"
"738",97,"97",6,"Antisocial","travelticket",6,8,9,5,5,1,0,-2,5,1,"younger","1","0"
"739",97,"97",7,"Prosocial","queue",10,8,9,6,6,1,0,2,5,1,"younger","1","1"
"740",97,"97",8,"Antisocial","meat",5,7,7,6,5,0,-1,-2,5,1,"younger","1","0"
"741",97,"97",10,"Antisocial","chargers",5,7,7,7,4,0,-3,-2,5,1,"younger","1","0"
"742",97,"97",11,"Antisocial","gathering",5,7,7,5,5,0,0,-2,5,1,"younger","1","0"
"743",97,"97",12,"Prosocial","facemask",11,9,8,6,6,-1,0,2,5,1,"younger","1","1"
"744",98,"98",3,"Prosocial","homeless",10,8,11,2,3,3,1,2,1,2,"younger","1","1"
"745",98,"98",4,"Antisocial","chargers",4,6,5,7,7,-1,0,-2,1,2,"younger","1","0"
"746",98,"98",5,"Antisocial","heating",3,5,4,3,3,-1,0,-2,1,2,"younger","1","0"
"747",98,"98",6,"Prosocial","lendMoney",9,7,9,4,6,2,2,2,1,2,"younger","1","1"
"748",98,"98",7,"Prosocial","bike",10,8,11,1,1,3,0,2,1,2,"younger","1","1"
"749",98,"98",8,"Antisocial","late",1,3,2,2,2,-1,0,-2,1,2,"younger","1","0"
"750",98,"98",10,"Antisocial","meat",5,7,8,7,7,1,0,-2,1,2,"younger","1","0"
"751",98,"98",12,"Prosocial","speed",9,7,7,5,4,0,-1,2,1,2,"younger","1","1"
"752",99,"99",1,"Antisocial","chargers",4,6,5,5,5,-1,0,-2,3,2,"younger","1","0"
"753",99,"99",2,"Prosocial","homeless",8,6,7,1,1,1,0,2,3,2,"younger","1","1"
"754",99,"99",5,"Prosocial","crossroad",9,7,9,1,3,2,2,2,3,2,"younger","1","1"
"755",99,"99",6,"Antisocial","late",3,5,4,2,2,-1,0,-2,3,2,"younger","1","0"
"756",99,"99",7,"Antisocial","shower",4,6,3,2,2,-3,0,-2,3,2,"younger","1","0"
"757",99,"99",8,"Antisocial","distance",3,5,3,6,3,-2,-3,-2,3,2,"younger","1","0"
"758",99,"99",9,"Prosocial","queue",9,7,8,4,5,1,1,2,3,2,"younger","1","1"
"759",99,"99",11,"Prosocial","lendMoney",8,6,6,1,3,0,2,2,3,2,"younger","1","1"
"760",100,"100",1,"Prosocial","charity",11,9,11,5,6,2,1,2,4,1,"younger","1","1"
"761",100,"100",2,"Prosocial","screentime",10,8,10,6,6,2,0,2,4,1,"younger","1","1"
"762",100,"100",3,"Antisocial","lights",1,3,1,3,1,-2,-2,-2,4,1,"younger","1","0"
"763",100,"100",5,"Antisocial","shower",1,4,3,6,5,-1,-1,-3,4,1,"younger","1","0"
"764",100,"100",7,"Prosocial","vegetarian",7,5,7,3,5,2,2,2,4,1,"younger","1","1"
"765",100,"100",8,"Antisocial","chargers",3,5,4,5,5,-1,0,-2,4,1,"younger","1","0"
"766",100,"100",9,"Antisocial","meat",7,9,8,7,7,-1,0,-2,4,1,"younger","1","0"
"767",100,"100",11,"Prosocial","bike",11,9,7,1,1,-2,0,2,4,1,"younger","1","1"
"768",101,"101",2,"Antisocial","redlights",1,3,1,2,1,-2,-1,-2,3,1,"younger","1","0"
"769",101,"101",4,"Prosocial","lendMoney",11,9,10,5,5,1,0,2,3,1,"younger","1","1"
"770",101,"101",5,"Antisocial","chargers",7,9,6,7,6,-3,-1,-2,3,1,"younger","1","0"
"771",101,"101",7,"Prosocial","screentime",11,9,11,5,7,2,2,2,3,1,"younger","1","1"
"772",101,"101",8,"Antisocial","late",3,5,4,3,1,-1,-2,-2,3,1,"younger","1","0"
"773",101,"101",9,"Antisocial","gathering",5,7,4,5,2,-3,-3,-2,3,1,"younger","1","0"
"774",101,"101",12,"Prosocial","speed",11,9,11,5,7,2,2,2,3,1,"younger","1","1"
"775",102,"102",1,"Prosocial","washands",11,9,11,5,6,2,1,2,4,1,"younger","1","1"
"776",102,"102",2,"Antisocial","meat",9,11,11,7,7,0,0,-2,4,1,"younger","1","0"
"777",102,"102",3,"Antisocial","shower",6,8,7,7,4,-1,-3,-2,4,1,"younger","1","0"
"778",102,"102",4,"Prosocial","speed",7,5,5,1,2,0,1,2,4,1,"younger","1","1"
"779",102,"102",7,"Prosocial","bike",9,7,11,1,6,4,5,2,4,1,"younger","1","1"
"780",102,"102",8,"Antisocial","distance",5,7,9,6,6,2,0,-2,4,1,"younger","1","0"
"781",102,"102",11,"Antisocial","lights",4,6,6,6,5,0,-1,-2,4,1,"younger","1","0"
"782",102,"102",12,"Prosocial","sustainable",6,4,2,2,1,-2,-1,2,4,1,"younger","1","1"
"783",103,"103",2,"Prosocial","queue",11,9,10,6,6,1,0,2,4,2,"younger","1","1"
"784",103,"103",3,"Antisocial","noisedisturbance",2,4,3,2,2,-1,0,-2,4,2,"younger","1","0"
"785",103,"103",4,"Prosocial","sustainable",10,8,11,5,6,3,1,2,4,2,"younger","1","1"
"786",103,"103",6,"Antisocial","taxes",1,4,1,1,1,-3,0,-3,4,2,"younger","1","0"
"787",103,"103",7,"Antisocial","distance",3,5,4,5,2,-1,-3,-2,4,2,"younger","1","0"
"788",103,"103",8,"Antisocial","late",1,3,2,2,1,-1,-1,-2,4,2,"younger","1","0"
"789",103,"103",9,"Prosocial","screentime",8,6,6,1,4,0,3,2,4,2,"younger","1","1"
"790",103,"103",11,"Prosocial","homeless",10,8,9,4,4,1,0,2,4,2,"younger","1","1"
"791",104,"104",1,"Antisocial","chargers",4,6,5,7,7,-1,0,-2,2,1,"younger","1","0"
"792",104,"104",2,"Antisocial","meat",5,7,6,7,7,-1,0,-2,2,1,"younger","1","0"
"793",104,"104",3,"Prosocial","charity",11,9,11,2,2,2,0,2,2,1,"younger","1","1"
"794",104,"104",4,"Prosocial","lendMoney",6,4,6,2,5,2,3,2,2,1,"younger","1","1"
"795",104,"104",5,"Prosocial","screentime",10,8,8,1,3,0,2,2,2,1,"younger","1","1"
"796",104,"104",7,"Antisocial","lights",4,6,6,7,7,0,0,-2,2,1,"younger","1","0"
"797",104,"104",8,"Prosocial","homeless",6,1,5,1,2,4,1,5,2,1,"younger","1","1"
"798",104,"104",9,"Antisocial","distance",9,11,10,5,7,-1,2,-2,2,1,"younger","1","0"
"799",105,"105",1,"Prosocial","volunteer",11,9,11,1,4,2,3,2,4,1,"younger","1","1"
"800",105,"105",4,"Antisocial","distance",6,9,2,4,7,-7,3,-3,4,1,"younger","1","0"
"801",105,"105",6,"Antisocial","gathering",1,3,2,2,1,-1,-1,-2,4,1,"younger","1","0"
"802",105,"105",7,"Prosocial","screentime",8,6,6,1,2,0,1,2,4,1,"younger","1","1"
"803",105,"105",8,"Antisocial","meat",9,11,11,7,7,0,0,-2,4,1,"younger","1","0"
"804",105,"105",9,"Antisocial","shower",4,6,3,2,1,-3,-1,-2,4,1,"younger","1","0"
"805",105,"105",10,"Prosocial","crossroad",11,9,11,1,7,2,6,2,4,1,"younger","1","1"
"806",105,"105",11,"Prosocial","sustainable",9,7,6,1,1,-1,0,2,4,1,"younger","1","1"
"807",106,"106",2,"Prosocial","vegetarian",8,6,8,2,5,2,3,2,5,2,"younger","1","1"
"808",106,"106",3,"Antisocial","gathering",2,4,2,6,2,-2,-4,-2,5,2,"younger","1","0"
"809",106,"106",5,"Prosocial","seatBus",10,8,10,5,5,2,0,2,5,2,"younger","1","1"
"810",106,"106",6,"Prosocial","crossroad",10,8,9,1,3,1,2,2,5,2,"younger","1","1"
"811",106,"106",8,"Antisocial","distance",2,4,2,5,6,-2,1,-2,5,2,"younger","1","0"
"812",106,"106",9,"Prosocial","ownbag",11,9,10,6,6,1,0,2,5,2,"younger","1","1"
"813",106,"106",11,"Antisocial","shower",7,9,3,2,5,-6,3,-2,5,2,"younger","1","0"
"814",107,"107",2,"Antisocial","shower",3,5,6,7,4,1,-3,-2,4,2,"younger","1","0"
"815",107,"107",4,"Prosocial","crossroad",11,9,9,5,6,0,1,2,4,2,"younger","1","1"
"816",107,"107",5,"Antisocial","download",1,3,6,3,4,3,1,-2,4,2,"younger","1","0"
"817",107,"107",6,"Prosocial","screentime",9,7,6,1,3,-1,2,2,4,2,"younger","1","1"
"818",107,"107",7,"Prosocial","bike",9,7,8,1,2,1,1,2,4,2,"younger","1","1"
"819",107,"107",9,"Antisocial","lights",2,4,2,3,1,-2,-2,-2,4,2,"younger","1","0"
"820",107,"107",11,"Prosocial","vegetarian",10,8,7,3,2,-1,-1,2,4,2,"younger","1","1"
"821",107,"107",12,"Antisocial","chargers",4,6,4,7,4,-2,-3,-2,4,2,"younger","1","0"
"822",108,"108",1,"Prosocial","bike",9,7,9,1,1,2,0,2,5,1,"younger","1","1"
"823",108,"108",2,"Antisocial","redlights",2,4,3,3,2,-1,-1,-2,5,1,"younger","1","0"
"824",108,"108",3,"Prosocial","washands",9,7,10,3,5,3,2,2,5,1,"younger","1","1"
"825",108,"108",5,"Antisocial","chargers",4,6,7,2,2,1,0,-2,5,1,"younger","1","0"
"826",108,"108",6,"Antisocial","parking",2,4,1,2,2,-3,0,-2,5,1,"younger","1","0"
"827",108,"108",9,"Prosocial","screentime",8,6,10,1,1,4,0,2,5,1,"younger","1","1"
"828",108,"108",11,"Antisocial","download",6,8,9,2,6,1,4,-2,5,1,"younger","1","0"
"829",108,"108",12,"Prosocial","queue",8,6,8,2,4,2,2,2,5,1,"younger","1","1"
"830",109,"109",1,"Antisocial","shower",4,6,4,3,2,-2,-1,-2,3,1,"younger","1","0"
"831",109,"109",3,"Prosocial","screentime",8,6,9,5,7,3,2,2,3,1,"younger","1","1"
"832",109,"109",4,"Antisocial","chargers",4,6,4,5,3,-2,-2,-2,3,1,"younger","1","0"
"833",109,"109",6,"Antisocial","meat",7,9,9,3,6,0,3,-2,3,1,"younger","1","0"
"834",109,"109",7,"Antisocial","travelticket",3,5,4,2,2,-1,0,-2,3,1,"younger","1","0"
"835",109,"109",8,"Prosocial","charity",8,6,9,4,6,3,2,2,3,1,"younger","1","1"
"836",109,"109",11,"Prosocial","bike",8,6,8,1,3,2,2,2,3,1,"younger","1","1"
"837",109,"109",12,"Prosocial","homeless",10,8,10,4,5,2,1,2,3,1,"younger","1","1"
"838",110,"110",1,"Prosocial","bike",8,6,6,1,4,0,3,2,2,2,"younger","1","1"
"839",110,"110",4,"Prosocial","queue",10,8,6,1,2,-2,1,2,2,2,"younger","1","1"
"840",110,"110",6,"Antisocial","distance",9,11,1,7,7,-10,0,-2,2,2,"younger","1","0"
"841",110,"110",8,"Antisocial","chargers",5,7,6,7,7,-1,0,-2,2,2,"younger","1","0"
"842",110,"110",10,"Prosocial","screentime",8,6,6,5,7,0,2,2,2,2,"younger","1","1"
"843",110,"110",12,"Prosocial","lendMoney",8,6,6,1,1,0,0,2,2,2,"younger","1","1"
"844",111,"111",1,"Antisocial","distance",4,6,11,7,4,5,-3,-2,1,1,"younger","1","0"
"845",111,"111",2,"Prosocial","sustainable",8,6,6,1,4,0,3,2,1,1,"younger","1","1"
"846",111,"111",3,"Prosocial","bike",8,6,8,2,4,2,2,2,1,1,"younger","1","1"
"847",111,"111",4,"Antisocial","lights",4,6,7,7,6,1,-1,-2,1,1,"younger","1","0"
"848",111,"111",6,"Antisocial","shower",4,6,5,4,2,-1,-2,-2,1,1,"younger","1","0"
"849",111,"111",9,"Prosocial","queue",8,6,6,4,3,0,-1,2,1,1,"younger","1","1"
"850",111,"111",11,"Antisocial","chargers",4,6,6,7,7,0,0,-2,1,1,"younger","1","0"
"851",111,"111",12,"Prosocial","volunteer",8,6,10,1,1,4,0,2,1,1,"younger","1","1"
"852",112,"112",1,"Prosocial","screentime",10,8,10,2,2,2,0,2,3,1,"younger","1","1"
"853",112,"112",2,"Antisocial","gathering",3,5,8,7,5,3,-2,-2,3,1,"younger","1","0"
"854",112,"112",4,"Antisocial","chargers",7,9,9,7,7,0,0,-2,3,1,"younger","1","0"
"855",112,"112",5,"Prosocial","sustainable",9,7,10,4,7,3,3,2,3,1,"younger","1","1"
"856",112,"112",7,"Prosocial","queue",9,7,10,5,7,3,2,2,3,1,"younger","1","1"
"857",112,"112",10,"Antisocial","distance",9,11,11,7,4,0,-3,-2,3,1,"younger","1","0"
"858",112,"112",11,"Antisocial","shower",9,11,10,5,7,-1,2,-2,3,1,"younger","1","0"
"859",113,"113",2,"Antisocial","shower",4,6,5,5,4,-1,-1,-2,3,2,"younger","1","0"
"860",113,"113",4,"Antisocial","late",3,5,3,2,2,-2,0,-2,3,2,"younger","1","0"
"861",113,"113",6,"Prosocial","charity",9,7,8,4,4,1,0,2,3,2,"younger","1","1"
"862",113,"113",7,"Prosocial","queue",8,6,6,4,4,0,0,2,3,2,"younger","1","1"
"863",113,"113",8,"Prosocial","crossroad",9,7,8,1,3,1,2,2,3,2,"younger","1","1"
"864",113,"113",9,"Prosocial","recycle",10,8,9,6,6,1,0,2,3,2,"younger","1","1"
"865",113,"113",10,"Antisocial","distance",3,5,2,3,2,-3,-1,-2,3,2,"younger","1","0"
"866",113,"113",12,"Antisocial","gathering",2,4,1,2,2,-3,0,-2,3,2,"younger","1","0"
"867",114,"114",1,"Prosocial","volunteer",9,7,8,1,5,1,4,2,2,1,"younger","1","1"
"868",114,"114",3,"Antisocial","chargers",4,6,5,7,7,-1,0,-2,2,1,"younger","1","0"
"869",114,"114",5,"Antisocial","shower",5,7,7,7,7,0,0,-2,2,1,"younger","1","0"
"870",114,"114",8,"Prosocial","charity",9,7,8,3,4,1,1,2,2,1,"younger","1","1"
"871",114,"114",9,"Antisocial","late",4,6,5,5,4,-1,-1,-2,2,1,"younger","1","0"
"872",114,"114",10,"Prosocial","bike",9,7,8,4,5,1,1,2,2,1,"younger","1","1"
"873",114,"114",11,"Antisocial","gathering",1,3,3,3,2,0,-1,-2,2,1,"younger","1","0"
"874",114,"114",12,"Prosocial","seatBus",9,7,8,5,5,1,0,2,2,1,"younger","1","1"
"875",115,"115",1,"Prosocial","homeless",10,8,8,4,2,0,-2,2,3,1,"younger","1","1"
"876",115,"115",4,"Antisocial","noisedisturbance",1,3,1,2,4,-2,2,-2,3,1,"younger","1","0"
"877",115,"115",5,"Prosocial","speed",9,7,8,5,6,1,1,2,3,1,"younger","1","1"
"878",115,"115",7,"Antisocial","heating",2,4,1,3,1,-3,-2,-2,3,1,"younger","1","0"
"879",115,"115",8,"Antisocial","late",2,4,2,2,3,-2,1,-2,3,1,"younger","1","0"
"880",115,"115",9,"Prosocial","lendMoney",7,5,6,3,2,1,-1,2,3,1,"younger","1","1"
"881",115,"115",11,"Prosocial","recycle",11,9,11,6,7,2,1,2,3,1,"younger","1","1"
"882",115,"115",12,"Antisocial","meat",5,7,7,7,6,0,-1,-2,3,1,"younger","1","0"
"883",116,"116",1,"Antisocial","download",4,6,7,4,3,1,-1,-2,4,1,"younger","1","0"
"884",116,"116",3,"Prosocial","screentime",8,6,8,1,4,2,3,2,4,1,"younger","1","1"
"885",116,"116",4,"Prosocial","lendMoney",11,9,6,4,5,-3,1,2,4,1,"younger","1","1"
"886",116,"116",5,"Antisocial","lights",4,6,4,2,2,-2,0,-2,4,1,"younger","1","0"
"887",116,"116",7,"Prosocial","charity",11,9,10,4,4,1,0,2,4,1,"younger","1","1"
"888",116,"116",9,"Antisocial","distance",9,11,11,7,7,0,0,-2,4,1,"younger","1","0"
"889",116,"116",11,"Antisocial","shower",4,6,5,7,6,-1,-1,-2,4,1,"younger","1","0"
"890",116,"116",12,"Prosocial","queue",11,9,10,6,6,1,0,2,4,1,"younger","1","1"
"891",117,"117",2,"Prosocial","queue",8,6,7,3,3,1,0,2,4,1,"younger","1","1"
"892",117,"117",3,"Prosocial","recycle",11,9,10,6,7,1,1,2,4,1,"younger","1","1"
"893",117,"117",4,"Antisocial","distance",5,7,6,6,5,-1,-1,-2,4,1,"younger","1","0"
"894",117,"117",5,"Antisocial","travelticket",4,6,5,2,1,-1,-1,-2,4,1,"younger","1","0"
"895",117,"117",7,"Antisocial","chargers",4,6,6,6,7,0,1,-2,4,1,"younger","1","0"
"896",117,"117",8,"Prosocial","ownbag",11,9,11,6,7,2,1,2,4,1,"younger","1","1"
"897",117,"117",9,"Antisocial","coughelbow",3,5,3,2,4,-2,2,-2,4,1,"younger","1","0"
"898",117,"117",12,"Prosocial","speed",6,4,4,2,1,0,-1,2,4,1,"younger","1","1"
"899",118,"118",1,"Prosocial","queue",10,8,8,5,5,0,0,2,5,2,"younger","1","1"
"900",118,"118",3,"Antisocial","gathering",3,5,2,6,4,-3,-2,-2,5,2,"younger","1","0"
"901",118,"118",6,"Prosocial","speed",11,9,11,6,7,2,1,2,5,2,"younger","1","1"
"902",118,"118",7,"Prosocial","vegetarian",10,8,10,2,5,2,3,2,5,2,"younger","1","1"
"903",118,"118",8,"Antisocial","heating",4,6,6,4,3,0,-1,-2,5,2,"younger","1","0"
"904",118,"118",9,"Antisocial","meat",8,10,10,7,6,0,-1,-2,5,2,"younger","1","0"
"905",118,"118",10,"Prosocial","bike",11,9,7,1,4,-2,3,2,5,2,"younger","1","1"
"906",118,"118",12,"Antisocial","chargers",4,6,2,4,4,-4,0,-2,5,2,"younger","1","0"
"907",119,"119",1,"Prosocial","sustainable",10,8,11,4,4,3,0,2,1,2,"younger","1","1"
"908",119,"119",2,"Prosocial","speed",8,6,6,1,5,0,4,2,1,2,"younger","1","1"
"909",119,"119",3,"Antisocial","travelticket",6,8,6,4,1,-2,-3,-2,1,2,"younger","1","0"
"910",119,"119",6,"Antisocial","gathering",2,4,2,5,2,-2,-3,-2,1,2,"younger","1","0"
"911",119,"119",7,"Antisocial","chargers",4,6,9,7,6,3,-1,-2,1,2,"younger","1","0"
"912",119,"119",8,"Prosocial","homeless",8,6,9,1,2,3,1,2,1,2,"younger","1","1"
"913",119,"119",10,"Prosocial","crossroad",8,6,6,1,3,0,2,2,1,2,"younger","1","1"
"914",119,"119",12,"Antisocial","shower",1,3,1,7,2,-2,-5,-2,1,2,"younger","1","0"
"915",120,"120",1,"Antisocial","chargers",4,6,6,4,4,0,0,-2,3,1,"younger","1","0"
"916",120,"120",2,"Antisocial","travelticket",6,9,9,4,5,0,1,-3,3,1,"younger","1","0"
"917",120,"120",3,"Antisocial","shower",5,7,6,6,4,-1,-2,-2,3,1,"younger","1","0"
